timestamp,final_signal,orderbook_signal,ema_signal,imbalance,price,ema_5,ema_13,ema_62
2025-06-15 16:14:31,sell,sell,neutral,-0.4829344954424594,105510.4765625,105271.22185690829,105190.84076269108,105278.26456942882
2025-06-15 16:14:40,buy,buy,neutral,0.8128527822555303,105510.4765625,105271.22185690829,105190.84076269108,105278.26456942882
2025-06-15 16:14:44,sell,sell,neutral,-0.6824425023461831,105510.4765625,105271.22185690829,105190.84076269108,105278.26456942882
2025-06-15 16:14:51,sell,sell,neutral,-0.32017036854767195,105510.4765625,105271.22185690829,105190.84076269108,105278.26456942882
